fund_name,manager_name,vintage_year,strategy,geography,irr,tvpi,dpi,nav,commitment,paid_in,distributions,fund_size,source_name,source_file,source_page,raw_text,data_quality_flag,irr_numeric,tvpi_numeric,dpi_numeric,irr_vintage_percentile,irr_vintage_quartile,tvpi_vintage_percentile,tvpi_vintage_quartile,dpi_vintage_percentile,dpi_vintage_quartile,irr_quartile_score,tvpi_quartile_score,dpi_quartile_score,overall_quartile_score,overall_vintage_quartile,vintage_benchmark_label,internal_score,allocator_memo_short
IMPACT Growth IV,IMPACT Growth,,buyout,europe,,,,,,,,€152m,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,Impact Funds TPG Rise Climate II $8.0bn General Atlantic BeyondNetZero $3.5bn EQT Future €3.0bn KKR Global Impact Fund II $3.0bn Ara Fund III $2.8bn Summa Equity III €2.3bn Generation IM Sustainable Fund IV $1.7bn Ambienta IV €1.6bn Decarbonization Partners Fund I $1.4bn Trill Impact Private Equity II €1.2bn Bain Capital Double Impact Fund III $1.0bn Apollo Impact Mission Fund $1.0bn Apax Global Impact $900m Lightrock Climate Impact Fund $835m Blue Horizon Growth II $750m Eurazeo Planetary Boundaries €750m Investcorp Climate Solutions Partners $750m OGCI Decarbonization Fund $750m Tikehau Growth Impact III €750m Verdane Idun II $700m Capricorn Technology Impact Fund II $510m Cibus Fund II $510m LeapFrog Climate Fund $500m Partners Group Life II €500m Vidia Climate Fund I €452m Planet First Partners I €450m Zouk Growth Fund III £420m FSN Capital Compass I €400m Nuveen Climate Inclusion Fund II $400m TowerBrook Delta $400m Wellington Climate Innovation Fund I $385m BlueEarth Climate Growth Fund I $378m Astanor Ventures II £360m Adjuvant Global Health Technology $300m Climate Alpha Opportunity Fund $300m Voyager Partners Fund II $300m World Fund II €300m Environment Technologies Fund 4 €285m Tomorrow Private Equity Fund I €284m 2150 Tech Fund €268m International Cancer Impact Fund $250m Arcano Impact Private Equity Fund II €200m Snowball Impact Investments £200m Vertevis Impact Investment Fund I €200m Blume Equity Fund I €193m Pictet Environment Fund I €178m IMPACT Growth IV €152m Palatine Impact Fund II £150m Miura Expansion Fund I €134m Allianz Impact Investment Fund €130m Ananda Impact Fund IV €108m Core Sustainability Fund I DKK 5.0bn Alder Fund III SEK 3.1bn 2150 Urban Tech Fund II Not disclosed Generation IM PE Fund II Not disclosed Goldman Sachs Horizon Fund 2 Not disclosed Hamilton Lane Impact Fund III Not disclosed,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"IMPACT Growth IV by IMPACT Growth is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
ISQ Energy Transition Fund,ISQ Energy Transition Fund,,buyout,europe,,,,,,,,"$ 2,000",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,"Infrastructure-Renewables and Energy Transition (Core+ & Value- Add) ALTÉRRA Acceleration $ 30,000 Brookfield Global Transition Fund 2 $ 20,000 CIP V € 12,000 TPG Rise Climate II $ 8,000 BlackRock Global ET Megatrend Fund $ 7,500 KKR Global Climate Fund $ 7,000 BlackRock Global Renewable Power IV $ 7,000 ECP VI $ 5,000 Qualitas Energy VI € 3,250 CIP Growth Markets Fund II $ 3,000 CIP Energy Transition Fund I € 3,000 Ares Climate Infrastructure Partners II $ 3,000 Vision Ridge Sustainable Asset Fund IV $ 2,500 ISQ Energy Transition Fund $ 2,000 Sandbrook Climate InfraFund II $ 2,000 Hy24 Clean H2 Infra Fund € 2,000 Nuveen Clean Energy Fund Europe IV € 2,000 Carlyle R&S Energy Fund II $ 1,600 NextPower V ESG $ 1,500 Ara Energy Fund $ 1,500 Just Climate Fund I $ 1,500 HitecVision New Energy Fund II € 1,500 Omnes Capenergie 5 € 1,350 Foresight Energy Infra Partners II € 1,250 Infranode II € 1,220 Infragreen V € 1,200 Antin Infrastructure NextGen Fund I € 1,200 Rockland Power Partners V $ 1,200 Altor ACT I € 1,129 Pioneer Infrastructure Partners II € 1,100 EIG Energy Transition Fund II € 1,000 Equitix Sustainable Greenfield Fund € 1,000 Frontier Renewables European Fund I € 1,000 Vesper Next Gen Infrastructure Fund I € 800 SUSI Energy Transition Fund (OECD) € 800 CIP Advanced Bioenergy Fund I € 750 Glentra Fund I € 565 Slate Cities and Communities Infra Fund $ 550 Alantra Titan Fund € 525 White Summit Decarb Infra Fund II € 500 Reichmuth Next Gen Mobility € 500 Tikehau Green Assets I € 500 Octopus Energy Transition Fund (OETF) £ 500 Zouk Capital Fund IV € 500 Equitix UK Electricity Storage Fund € 500 Greencoat Bioenergy I £ 500 Everwood Photovoltaic V € 500 FIEE Italian Energy Efficiency Fund III € 400 Algebris Green Transition Fund € 380 Crédit Mutuel Siloé Infrastructures € 350 Capital Dynamics Clean Energy Fund X $ 315 Serena Infra II € 300 SC Climate Impact Fund III € 300 KGAL ESPF 6 € 250 Andera Smart Infra € 233 Asper Dhuk £ 220 EOS Next Transition Fund II € 200 VLC Renewables Fund 1 € 200 Niam Infrastructure I € 133 Apollo Clean Transition Equity Partners II TBC Actis Energy 6 TBC EQT Transition Infrastructure TBC Blackstone Energy Transition Partners V TBC Eurazeo Transition Infrastructure Fund II TBC",clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"ISQ Energy Transition Fund by ISQ Energy Transition Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
ISQ Global Infrastructure Fund IV,ISQ Global Infrastructure Fund,,buyout,europe,,,,,,,,"$ 15,000",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,"Infrastructure-Generalist (Core+ & Value-Add) Brookfield Infrastructure Fund V $ 28,000 Global Infrastructure Partners V $ 25,200 EQT Infrastructure VI € 21,500 KKR Global Infrastructure Investors V $ 20,000 Stonepeak Infrastructure Partners V $ 15,000 ISQ Global Infrastructure Fund IV $ 15,000 Ardian Infrastructure Fund VI € 11,500 Antin Infrastructure Partners V € 10,200 DSE Infratech II $ 10,000 Partners Group Direct Infrastructure IV $ 8,000 Macquarie European Infra Fund VII € 8,000 InfraVia European Fund VI € 7,500 Macquarie Infrastructure Partners VI $ 6,800 DWS Pan-European Infra Fund IV $ 4,314 North Haven Infrastructure Partners IV $ 4,100 Igneo European Diversified Infra Fund IV € 4,000 West Street Infrastructure Partners IV $ 4,000 iCON Infrastructure Partners VII $ 3,669 Asterion Industrial Infra Fund III € 3,400 Stonepeak Opportunities Fund $ 3,150 ICG Infrastructure Fund II € 3,150 Arcus European Infrastructure Fund 4 € 3,000 Basalt Infrastructure Partners IV $ 2,700 Northleaf Infra Capital Partners IV $ 2,600 Apollo Infra Opportunities Fund III $ 2,250 Antin Infrastructure Mid Cap I € 2,200 Tiger Infrastructure Partners Fund IV $ 1,500 Investcorp Corsair Infra Partners Fund I $ 1,500 InfraRed Infrastructure Fund VII $ 1,500 Quaero European Infrastructure Fund III € 1,409 Ancala Infrastructure Fund III € 1,400 Infracapital Greenfield Infra Fund II £ 1,250 Infracapital Partners IV € 1,200 Swiss Life Global Infra Opps Growth II € 1,000 UBS Archmore International Infra III $ 1,000 Alinda Infrastructure Fund IV $ 1,000 Marguerite III € 700 PATRIZIA European Infra Fund III € 600 Ara Infrastructure Fund I $ 500 Union Investment Infra Fund II € 442 Meanings Infrastructure Fund € 400 CapMan Nordic Infrastructure II € 375 Aberdeen Global Infra Partners III $ 368 DIF Value-Add IV TBC Cube Infrastructure Fund IV TBC Carlyle Global Infra Opportunity Fund II TBC",clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"ISQ Global Infrastructure Fund IV by ISQ Global Infrastructure Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Iberia ProA Capital Iberian Buyout Fund IV,Iberia ProA Capital,,buyout,europe,,,,,,,,€655m,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,Iberia ProA Capital Iberian Buyout Fund IV €655m,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Iberia ProA Capital Iberian Buyout Fund IV by Iberia ProA Capital is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
IceLake Capital Fund III,IceLake Capital,,buyout,europe,,,,,,,,€700m,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,"Main Capital VIII €1,900m Rivean Capital Fund VII €1,650m Apheon MidCap Buyout Fund VI €1,250m Parcom Buyout Fund VII €960m Apheon (Ergon Capital Partners V) €800m Gilde Healthcare VI €740m Gilde Healthcare VI €740m IceLake Capital Fund III €700m Bencis Buyout Fund VI €625m Avedon IV €600m Gilde Equity Management Benelux VI €600m Vendis Capital IV €525m Main Foundation II €507m Quadrum Investment Fund IV €425m Fortino Capital PE II €377m Capital A Fund IV €358m HPE Growth Fund III €350m Nordian Fund III €320m Gilde Healthcare Climate Solutions Fund €300m H2 Equity Partners Fund VII €300m Mentha Capital VII €264m 365 Capital Fund II €255m Sofindev VI €250m Nyver Capital Management €250m Torqx Capital Partners Fund II €230m Holland Capital Growth & Buyout Fund V €225m M80 Capital Comm. V €210m Synergia Capital Fund VI €200m Strada Partners Fund I €200m Syntagma Capital I €200m NewPort Buyout Fund III €200m D2E III €170m Connected Capital & Partners Fund II €154m Vortex Capital Partners Buyout Fund IV €145m Fields Fund III €140m Lexar Partners Fund II €120m One Two Capital €100m Foreman TBD",clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"IceLake Capital Fund III by IceLake Capital is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Igneo European Diversified Infra Fund IV,Igneo European Diversified Infra Fund,,buyout,europe,,,,,,,,"€ 4,000",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,"Infrastructure-Generalist (Core+ & Value-Add) Brookfield Infrastructure Fund V $ 28,000 Global Infrastructure Partners V $ 25,200 EQT Infrastructure VI € 21,500 KKR Global Infrastructure Investors V $ 20,000 Stonepeak Infrastructure Partners V $ 15,000 ISQ Global Infrastructure Fund IV $ 15,000 Ardian Infrastructure Fund VI € 11,500 Antin Infrastructure Partners V € 10,200 DSE Infratech II $ 10,000 Partners Group Direct Infrastructure IV $ 8,000 Macquarie European Infra Fund VII € 8,000 InfraVia European Fund VI € 7,500 Macquarie Infrastructure Partners VI $ 6,800 DWS Pan-European Infra Fund IV $ 4,314 North Haven Infrastructure Partners IV $ 4,100 Igneo European Diversified Infra Fund IV € 4,000 West Street Infrastructure Partners IV $ 4,000 iCON Infrastructure Partners VII $ 3,669 Asterion Industrial Infra Fund III € 3,400 Stonepeak Opportunities Fund $ 3,150 ICG Infrastructure Fund II € 3,150 Arcus European Infrastructure Fund 4 € 3,000 Basalt Infrastructure Partners IV $ 2,700 Northleaf Infra Capital Partners IV $ 2,600 Apollo Infra Opportunities Fund III $ 2,250 Antin Infrastructure Mid Cap I € 2,200 Tiger Infrastructure Partners Fund IV $ 1,500 Investcorp Corsair Infra Partners Fund I $ 1,500 InfraRed Infrastructure Fund VII $ 1,500 Quaero European Infrastructure Fund III € 1,409 Ancala Infrastructure Fund III € 1,400 Infracapital Greenfield Infra Fund II £ 1,250 Infracapital Partners IV € 1,200 Swiss Life Global Infra Opps Growth II € 1,000 UBS Archmore International Infra III $ 1,000 Alinda Infrastructure Fund IV $ 1,000 Marguerite III € 700 PATRIZIA European Infra Fund III € 600 Ara Infrastructure Fund I $ 500 Union Investment Infra Fund II € 442 Meanings Infrastructure Fund € 400 CapMan Nordic Infrastructure II € 375 Aberdeen Global Infra Partners III $ 368 DIF Value-Add IV TBC Cube Infrastructure Fund IV TBC Carlyle Global Infra Opportunity Fund II TBC",clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Igneo European Diversified Infra Fund IV by Igneo European Diversified Infra Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Igneo Global Diversified Infra Fund,Igneo Global Diversified Infra Fund,,buyout,europe,,,,,,,,"$ 10,000 B",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,"Infrastructure-Generalist (Core) IFM Global Infrastructure $ 57,200 Blackstone Infrastructure Partners $ 48,600 JP Morgan Infrastructure Investments $ 38,400 KKR Diversified Core Infra Fund $ 10,200 Igneo Global Diversified Infra Fund $ 10,000 Brookfield Super-Core Infra Partners $ 10,000 DIF Infrastructure VIII € 6,000 GIP Core Fund $ 5,000 Wren House Infrastructure LP $ 5,000 Stonepeak Core Fund $ 5,000 The Morrison & Co Infra Partnership $ 3,000 Vauban Core Infrastructure Fund V € 2,500 Swiss Life Global Infra Oppss IV € 2,500 Arjun Infrastructure Alliance Europe 3 € 2,500 Harrison Street Infrastructure Fund $ 2,500 Meridiam Infrastructure Europe IV € 2,300 Fiera EagleCrest Infrastructure $ 2,200 Equitix Fund VII £ 1,500 Allianz EU Infra Equity Fund II € 1,500 Federated Hermes Diversified Infra Fund £ 1,418 Infranode II € 1,220 Equitix European Infrastructure II € 1,000 MEAG European Infrastructure I € 600 Aberdeen Standard Core Infra III € 585 Fondo ANIA F2i € 516 Schroders Mid Infra Equity II € 500 RiverRock Brownfield Infra Fund II € 400 ACIF Infrastructure II € 396 Reichmuth Infrastructure II CIP ₣ 320 Macquarie Super Core Infra Series 3 TBC EQT Active Core Infrastructure II TBC",clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Igneo Global Diversified Infra Fund by Igneo Global Diversified Infra Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Igneo Global Diversified Infra Fund,Igneo Global Diversified Infra Fund,,buyout,europe,,,,,,,,"$ 10,000",UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,"$ 38,400 | KKR Diversified Core Infra Fund | $ 10,200 | Igneo Global Diversified Infra Fund | $ 10,000 | Brookfield Super-Core Infra Partners | $ 10,000 | DIF Infrastructure VIII | € 6,000",clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Igneo Global Diversified Infra Fund by Igneo Global Diversified Infra Fund is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Impact Funds TPG Rise Climate II,Impact Funds TPG Rise Climate,,buyout,europe,,,,,,,,$8.0bn,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,Impact Funds TPG Rise Climate II $8.0bn General Atlantic BeyondNetZero $3.5bn EQT Future €3.0bn KKR Global Impact Fund II $3.0bn Ara Fund III $2.8bn Summa Equity III €2.3bn Generation IM Sustainable Fund IV $1.7bn Ambienta IV €1.6bn Decarbonization Partners Fund I $1.4bn Trill Impact Private Equity II €1.2bn Bain Capital Double Impact Fund III $1.0bn Apollo Impact Mission Fund $1.0bn Apax Global Impact $900m Lightrock Climate Impact Fund $835m Blue Horizon Growth II $750m Eurazeo Planetary Boundaries €750m Investcorp Climate Solutions Partners $750m OGCI Decarbonization Fund $750m Tikehau Growth Impact III €750m Verdane Idun II $700m Capricorn Technology Impact Fund II $510m Cibus Fund II $510m LeapFrog Climate Fund $500m Partners Group Life II €500m Vidia Climate Fund I €452m Planet First Partners I €450m Zouk Growth Fund III £420m FSN Capital Compass I €400m Nuveen Climate Inclusion Fund II $400m TowerBrook Delta $400m Wellington Climate Innovation Fund I $385m BlueEarth Climate Growth Fund I $378m Astanor Ventures II £360m Adjuvant Global Health Technology $300m Climate Alpha Opportunity Fund $300m Voyager Partners Fund II $300m World Fund II €300m Environment Technologies Fund 4 €285m Tomorrow Private Equity Fund I €284m 2150 Tech Fund €268m International Cancer Impact Fund $250m Arcano Impact Private Equity Fund II €200m Snowball Impact Investments £200m Vertevis Impact Investment Fund I €200m Blume Equity Fund I €193m Pictet Environment Fund I €178m IMPACT Growth IV €152m Palatine Impact Fund II £150m Miura Expansion Fund I €134m Allianz Impact Investment Fund €130m Ananda Impact Fund IV €108m Core Sustainability Fund I DKK 5.0bn Alder Fund III SEK 3.1bn 2150 Urban Tech Fund II Not disclosed Generation IM PE Fund II Not disclosed Goldman Sachs Horizon Fund 2 Not disclosed Hamilton Lane Impact Fund III Not disclosed,clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Impact Funds TPG Rise Climate II by Impact Funds TPG Rise Climate is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
Impax New Energy Investors IV,Impax New Energy Investors,,buyout,europe,,,,,,,,€ 459,UBS PFG,UBS PFG - Global Funds Coming to Market_Q1 2026.pdf,109,"Infrastructure-Renewables and Energy Transition (Core) Stonepeak Global Renewables Fund II $ 5,000 EIP Energy Infrastructure III € 4,000 Octopus Energy Offshore Wind £ 3,000 AIP V € 3,000 Quinbrook Infra III - Net Zero Fund $ 3,000 IFM Core Energy Transition Fund $ 3,000 Macquarie Green ET Solutions $ 2,400 Mirova Energy Transition 6 € 2,200 Luxcara Flaveo V € 2,000 Glenmont Clean Energy Europe IV € 2,000 Macquarie GIG Global Renewables II $ 1,940 Reed Sustainable Infrastructure Fund I € 1,500 CMA CGM Pulse $ 1,500 Greencoat Renewable Income Fund £ 1,000 Prime Green Energy Infra Fund II € 1,000 Ardian Clean Energy Evergreen Fund € 1,000 Gresham House British Sustainable III £ 750 Aquila Energy Infrastructure Fund I € 750 HIH Green Energy Invest € 750 SDCL Green Energy Solutions Fund € 650 Taaleri SolarWind III € 600 Encavis Infrastructure Fund V € 600 L&G NTR Clean Power (Europe) Fund € 584 SWEN Impact Fund for Transition 2 € 583 Tages Helios Net Zero € 554 Reichmuth Sustainable Infrastructure € 500 Sustainable Growth Infrastructure Fund € 500 CR Institutional Infra Multi-Asset Fund II € 500 Impax New Energy Investors IV € 459 ABN AMRO Sustainable Impact Fund € 425 Vortex Energy IV $ 400 NTR Renewable Energy Income Fund II € 306 Épopée Infra Climat I € 300 Conquest Infrastructure Sustainable 2 € 250 Demeter Climate Infrastructure Fund € 250 Helia Renovables IV € 213 Modus Clean Energy Infrastructure Fund € 200 ABN AMRO Energy Transition Fund € 200",clean_extraction,,,,,,,,,,,,,,,Insufficient performance data,,"Impax New Energy Investors IV by Impax New Energy Investors is included from UBS PFG - Global Funds Coming to Market_Q1 2026.pdf. The extracted data currently includes vintage/strategy/geography information but does not include enough IRR, TVPI, or DPI data to calculate a full vintage quartile."
